Names: Derek Hildebrandt, Jesus Gonzalez, Christianna Powell
Group: Group 3
Date: June 18, 2015
SectionB: DA Pattern Matching - Genes
Gene 2575: Start: 372911 End: 373061 

Gene 2576: Start: 373083 End: 373209 

Gene 2577: Start: 373217 End: 373271 

Gene 2578: Start: 373287 End: 373299 

Gene 2579: Start: 373320 End: 373383 

Gene 2580: Start: 373566 End: 373614 

Gene 2581: Start: 373674 End: 374004 

Gene 2582: Start: 374036 End: 374123 

Gene 2583: Start: 374312 End: 374405 

Gene 2584: Start: 374451 End: 374460 

Gene 2585: Start: 374577 End: 374754 

Gene 2586: Start: 374799 End: 374829 

Gene 2587: Start: 375126 End: 375222 

Gene 2588: Start: 375231 End: 375354 

Gene 2589: Start: 375596 End: 375683 

Gene 2590: Start: 375713 End: 375752 

Gene 2591: Start: 375764 End: 375809 

Gene 2592: Start: 375980 End: 376073 

Gene 2593: Start: 376109 End: 376223 

Gene 2594: Start: 376245 End: 376275 

Gene 2595: Start: 376464 End: 376566 

Gene 2596: Start: 376674 End: 376770 

Gene 2597: Start: 376800 End: 376842 

Gene 2598: Start: 376887 End: 376950 

Gene 2599: Start: 376959 End: 376995 

Gene 2600: Start: 377027 End: 377051 

Gene 2601: Start: 377165 End: 377384 

Gene 2602: Start: 377399 End: 377612 

Gene 2603: Start: 377621 End: 377657 

Gene 2604: Start: 377721 End: 377730 

Gene 2605: Start: 377754 End: 377772 

Gene 2606: Start: 377877 End: 378063 

Gene 2607: Start: 378111 End: 378183 

Gene 2608: Start: 378216 End: 378219 

Gene 2609: Start: 378326 End: 378344 

Gene 2610: Start: 378719 End: 378827 

Gene 2611: Start: 378846 End: 378918 

Gene 2612: Start: 379011 End: 379143 

Gene 2613: Start: 379208 End: 379337 

Gene 2614: Start: 379353 End: 379365 

Gene 2615: Start: 379443 End: 379446 

Gene 2616: Start: 379649 End: 379697 

Gene 2617: Start: 379776 End: 379797 

Gene 2618: Start: 380034 End: 380187 

Gene 2619: Start: 380324 End: 380327 

Gene 2620: Start: 380397 End: 380424 

Gene 2621: Start: 380466 End: 380490 

Gene 2622: Start: 380581 End: 380602 

Gene 2623: Start: 380651 End: 380657 

Gene 2624: Start: 380747 End: 380816 

Gene 2625: Start: 380823 End: 380859 

Gene 2626: Start: 380862 End: 380877 

Gene 2627: Start: 380948 End: 380960 

Gene 2628: Start: 381165 End: 381321 

Gene 2629: Start: 381472 End: 381643 

Gene 2630: Start: 381675 End: 381714 

Gene 2631: Start: 381725 End: 381827 

Gene 2632: Start: 381832 End: 381895 

Gene 2633: Start: 381969 End: 382056 

Gene 2634: Start: 382073 End: 382133 

Gene 2635: Start: 382159 End: 382183 

Gene 2636: Start: 382233 End: 382269 

Gene 2637: Start: 382308 End: 382359 

Gene 2638: Start: 382462 End: 382489 

Gene 2639: Start: 382631 End: 382748 

Gene 2640: Start: 382819 End: 383008 

Gene 2641: Start: 383022 End: 383052 

Gene 2642: Start: 383082 End: 383148 

Gene 2643: Start: 383183 End: 383234 

Gene 2644: Start: 383421 End: 383430 

Gene 2645: Start: 383443 End: 383563 

Gene 2646: Start: 383583 End: 383613 

Gene 2647: Start: 383630 End: 383660 

Gene 2648: Start: 383741 End: 383765 

Gene 2649: Start: 383774 End: 383831 

Gene 2650: Start: 384177 End: 384213 

Gene 2651: Start: 384301 End: 384322 

Gene 2652: Start: 384436 End: 384481 

Gene 2653: Start: 384568 End: 384625 

Gene 2654: Start: 384686 End: 384692 

Gene 2655: Start: 384765 End: 384804 

Gene 2656: Start: 384868 End: 384883 

Gene 2657: Start: 384986 End: 385079 

Gene 2658: Start: 385220 End: 385250 

Gene 2659: Start: 385271 End: 385349 

Gene 2660: Start: 385361 End: 385439 

Gene 2661: Start: 385449 End: 385464 

Gene 2662: Start: 385527 End: 385632 

Gene 2663: Start: 385681 End: 385735 

Gene 2664: Start: 385773 End: 385803 

Gene 2665: Start: 385846 End: 385936 

Gene 2666: Start: 385953 End: 385968 

Gene 2667: Start: 386031 End: 386049 

Gene 2668: Start: 386062 End: 386074 

Gene 2669: Start: 386089 End: 386104 

Gene 2670: Start: 386265 End: 386316 

Gene 2671: Start: 386378 End: 386381 

Gene 2672: Start: 386453 End: 386504 

Gene 2673: Start: 386510 End: 386624 

Gene 2674: Start: 386987 End: 387011 

Gene 2675: Start: 387076 End: 387211 

Gene 2676: Start: 387422 End: 387533 

Gene 2677: Start: 387569 End: 387584 

Gene 2678: Start: 387601 End: 387607 

Gene 2679: Start: 387920 End: 387968 

Gene 2680: Start: 388002 End: 388059 

Gene 2681: Start: 388062 End: 388098 

Gene 2682: Start: 388228 End: 388276 

Gene 2683: Start: 388504 End: 388528 

Gene 2684: Start: 388685 End: 388757 

Gene 2685: Start: 388832 End: 388919 

Gene 2686: Start: 388954 End: 388972 

Gene 2687: Start: 388987 End: 389011 

Gene 2688: Start: 389188 End: 389356 

Gene 2689: Start: 389481 End: 389547 

Gene 2690: Start: 389587 End: 389593 

Gene 2691: Start: 389597 End: 389657 

Gene 2692: Start: 389718 End: 389895 

Gene 2693: Start: 389965 End: 389974 

Gene 2694: Start: 390047 End: 390125 

Gene 2695: Start: 390202 End: 390436 

Gene 2696: Start: 390503 End: 390539 

Gene 2697: Start: 390552 End: 390633 

Gene 2698: Start: 390665 End: 390776 

Gene 2699: Start: 390812 End: 390896 

Gene 2700: Start: 390927 End: 390969 

Gene 2701: Start: 390980 End: 391022 

Gene 2702: Start: 391025 End: 391091 

Gene 2703: Start: 391184 End: 391235 

Gene 2704: Start: 391265 End: 391361 

Gene 2705: Start: 391580 End: 391613 

Gene 2706: Start: 391618 End: 391684 

Gene 2707: Start: 391818 End: 391839 

Gene 2708: Start: 391907 End: 391976 

Gene 2709: Start: 391991 End: 392042 

Gene 2710: Start: 392100 End: 392127 

Gene 2711: Start: 392216 End: 392240 

Gene 2712: Start: 392261 End: 392384 

Gene 2713: Start: 392517 End: 392553 

Gene 2714: Start: 392646 End: 392751 

Gene 2715: Start: 392800 End: 392818 

Gene 2716: Start: 392843 End: 393056 

Gene 2717: Start: 393077 End: 393182 

Gene 2718: Start: 393230 End: 393266 

Gene 2719: Start: 393278 End: 393287 

Gene 2720: Start: 393465 End: 393507 

Gene 2721: Start: 393597 End: 393636 

Gene 2722: Start: 393652 End: 393724 

Gene 2723: Start: 393887 End: 393908 

Gene 2724: Start: 393922 End: 393931 

Gene 2725: Start: 393949 End: 393967 

Gene 2726: Start: 394080 End: 394086 

Gene 2727: Start: 394154 End: 394184 

Gene 2728: Start: 394240 End: 394261 

Gene 2729: Start: 394288 End: 394363 

Gene 2730: Start: 394432 End: 394504 

Gene 2731: Start: 394544 End: 394586 

Gene 2732: Start: 394619 End: 394685 

Gene 2733: Start: 394754 End: 394877 

Gene 2734: Start: 394904 End: 395000 

Gene 2735: Start: 395006 End: 395126 

Gene 2736: Start: 395159 End: 395339 

Gene 2737: Start: 395345 End: 395396 

Gene 2738: Start: 395407 End: 395446 

Gene 2739: Start: 395488 End: 395545 

Gene 2740: Start: 395610 End: 395637 

Gene 2741: Start: 395883 End: 395916 

Gene 2742: Start: 395955 End: 396048 

Gene 2743: Start: 396079 End: 396094 

Gene 2744: Start: 396125 End: 396191 

Gene 2745: Start: 396248 End: 396263 

Gene 2746: Start: 396448 End: 396469 

Gene 2747: Start: 396687 End: 396723 

Gene 2748: Start: 396732 End: 396750 

Gene 2749: Start: 396874 End: 396922 

Gene 2750: Start: 396938 End: 397034 

Gene 2751: Start: 397043 End: 397046 

Gene 2752: Start: 397078 End: 397129 

Gene 2753: Start: 397266 End: 397344 

Gene 2754: Start: 397681 End: 397699 

Gene 2755: Start: 397811 End: 397835 

Gene 2756: Start: 397853 End: 397994 

Gene 2757: Start: 398124 End: 398283 

Gene 2758: Start: 398317 End: 398332 

Gene 2759: Start: 398492 End: 398546 

Gene 2760: Start: 398583 End: 398604 

Gene 2761: Start: 398608 End: 398668 

Gene 2762: Start: 398705 End: 398708 

Gene 2763: Start: 398723 End: 398825 

Gene 2764: Start: 398888 End: 398966 

Gene 2765: Start: 399258 End: 399474 

Gene 2766: Start: 399481 End: 399532 

Gene 2767: Start: 399622 End: 399649 

Gene 2768: Start: 399697 End: 399703 

Gene 2769: Start: 399720 End: 399732 

Gene 2770: Start: 399763 End: 399937 

Gene 2771: Start: 399953 End: 400004 

Gene 2772: Start: 400233 End: 400239 

Gene 2773: Start: 400270 End: 400360 

Gene 2774: Start: 400382 End: 400451 

Gene 2775: Start: 400472 End: 400625 

Gene 2776: Start: 400673 End: 400790 

Gene 2777: Start: 400808 End: 400844 

Gene 2778: Start: 400874 End: 400895 

Gene 2779: Start: 400898 End: 400904 

Gene 2780: Start: 401043 End: 401127 

Gene 2781: Start: 401231 End: 401309 

Gene 2782: Start: 401423 End: 401459 

Gene 2783: Start: 401465 End: 401510 

Gene 2784: Start: 401531 End: 401564 

Gene 2785: Start: 401575 End: 401599 

Gene 2786: Start: 401747 End: 401750 

Gene 2787: Start: 401860 End: 401905 

Gene 2788: Start: 401941 End: 401968 

Gene 2789: Start: 402095 End: 402185 

Gene 2790: Start: 402221 End: 402233 

Gene 2791: Start: 402264 End: 402369 

Gene 2792: Start: 402374 End: 402407 

Gene 2793: Start: 402437 End: 402557 

Gene 2794: Start: 402658 End: 402703 

Gene 2795: Start: 402738 End: 402795 

Gene 2796: Start: 402890 End: 402914 

Gene 2797: Start: 403010 End: 403082 

Gene 2798: Start: 403232 End: 403301 

Gene 2799: Start: 403333 End: 403378 

Gene 2800: Start: 403471 End: 403735 

Gene 2801: Start: 403836 End: 403848 

Gene 2802: Start: 403861 End: 403873 

Gene 2803: Start: 403919 End: 403952 

Gene 2804: Start: 403997 End: 404006 

Gene 2805: Start: 404086 End: 404116 

Gene 2806: Start: 404135 End: 404174 

Gene 2807: Start: 404230 End: 404371 

Gene 2808: Start: 404476 End: 404494 

Gene 2809: Start: 404503 End: 404539 

Gene 2810: Start: 404562 End: 404589 

Gene 2811: Start: 404627 End: 404639 

Gene 2812: Start: 404659 End: 404719 

Gene 2813: Start: 404731 End: 404797 

Gene 2814: Start: 404816 End: 404882 

Gene 2815: Start: 404930 End: 404948 

Gene 2816: Start: 405137 End: 405143 

Gene 2817: Start: 405174 End: 405246 

Gene 2818: Start: 405284 End: 405350 

Gene 2819: Start: 405494 End: 405503 

Gene 2820: Start: 405836 End: 405908 

Gene 2821: Start: 406080 End: 406128 

Gene 2822: Start: 406237 End: 406291 

Gene 2823: Start: 406304 End: 406508 

Gene 2824: Start: 406517 End: 406595 

Gene 2825: Start: 406730 End: 406739 

Gene 2826: Start: 406768 End: 406855 

Gene 2827: Start: 406915 End: 406972 

Gene 2828: Start: 407089 End: 407101 

Gene 2829: Start: 407111 End: 407114 

Gene 2830: Start: 407121 End: 407175 

Gene 2831: Start: 407199 End: 407208 

Gene 2832: Start: 407288 End: 407408 

Gene 2833: Start: 407441 End: 407582 

Gene 2834: Start: 407713 End: 407758 

Gene 2835: Start: 407823 End: 407862 

Gene 2836: Start: 408035 End: 408134 

Gene 2837: Start: 408158 End: 408161 

Gene 2838: Start: 408281 End: 408317 

Gene 2839: Start: 408492 End: 408501 

Gene 2840: Start: 408528 End: 408573 

Gene 2841: Start: 408618 End: 408636 

Gene 2842: Start: 408736 End: 408793 

Gene 2843: Start: 409006 End: 409084 

Gene 2844: Start: 409160 End: 409190 

Gene 2845: Start: 409235 End: 409283 

Gene 2846: Start: 409294 End: 409354 

Gene 2847: Start: 409373 End: 409394 

Gene 2848: Start: 409475 End: 409484 

Gene 2849: Start: 409547 End: 409583 

Gene 2850: Start: 409605 End: 409770 

Gene 2851: Start: 409889 End: 409913 

Gene 2852: Start: 409917 End: 409938 

Gene 2853: Start: 410019 End: 410043 

Gene 2854: Start: 410054 End: 410060 

Gene 2855: Start: 410069 End: 410129 

Gene 2856: Start: 410180 End: 410243 

Gene 2857: Start: 410359 End: 410365 

Gene 2858: Start: 410378 End: 410387 

Gene 2859: Start: 410423 End: 410429 

Gene 2860: Start: 410467 End: 410473 

Gene 2861: Start: 410522 End: 410546 

Gene 2862: Start: 410590 End: 410677 

Gene 2863: Start: 410681 End: 410771 

Gene 2864: Start: 410819 End: 410837 

Gene 2865: Start: 410865 End: 410883 

Gene 2866: Start: 410993 End: 411005 

Gene 2867: Start: 411037 End: 411220 

Gene 2868: Start: 411238 End: 411247 

Gene 2869: Start: 411329 End: 411413 

Gene 2870: Start: 411473 End: 411530 

Gene 2871: Start: 411536 End: 411800 

Gene 2872: Start: 411841 End: 411886 

Gene 2873: Start: 412031 End: 412043 

Gene 2874: Start: 412240 End: 412333 

Gene 2875: Start: 412373 End: 412391 

Gene 2876: Start: 412426 End: 412441 

Gene 2877: Start: 412519 End: 412555 

Gene 2878: Start: 412592 End: 412640 

Gene 2879: Start: 412643 End: 412661 

Gene 2880: Start: 412713 End: 413061 

Gene 2881: Start: 413097 End: 413115 

Gene 2882: Start: 413375 End: 413393 

Gene 2883: Start: 413473 End: 413482 

Gene 2884: Start: 413485 End: 413521 

Gene 2885: Start: 413584 End: 413605 

Gene 2886: Start: 413671 End: 413722 

Gene 2887: Start: 413896 End: 414040 

Gene 2888: Start: 414080 End: 414095 

Gene 2889: Start: 414138 End: 414261 

Gene 2890: Start: 414265 End: 414481 

Gene 2891: Start: 414492 End: 414570 

Gene 2892: Start: 414641 End: 414731 

Gene 2893: Start: 414773 End: 414917 

Gene 2894: Start: 414956 End: 415019 

Gene 2895: Start: 415074 End: 415113 

Gene 2896: Start: 415142 End: 415229 

Gene 2897: Start: 415304 End: 415349 

Gene 2898: Start: 415379 End: 415598 

Gene 2899: Start: 415742 End: 415985 

Gene 2900: Start: 416028 End: 416067 

Gene 2901: Start: 416112 End: 416130 

Gene 2902: Start: 416168 End: 416195 

Gene 2903: Start: 416270 End: 416336 

Gene 2904: Start: 416380 End: 416602 

Gene 2905: Start: 416642 End: 417023 

Gene 2906: Start: 417062 End: 417101 

Gene 2907: Start: 417293 End: 417398 

Gene 2908: Start: 417427 End: 417439 

Gene 2909: Start: 417613 End: 417658 

Gene 2910: Start: 417727 End: 417826 

Gene 2911: Start: 418016 End: 418052 

Gene 2912: Start: 418193 End: 418208 

Gene 2913: Start: 418215 End: 418380 

Gene 2914: Start: 418610 End: 418640 

Gene 2915: Start: 418688 End: 418838 

Gene 2916: Start: 418870 End: 418891 

Gene 2917: Start: 419014 End: 419023 

Gene 2918: Start: 419149 End: 419179 

Gene 2919: Start: 419335 End: 419347 

Gene 2920: Start: 419490 End: 419736 

Gene 2921: Start: 419760 End: 419820 

Gene 2922: Start: 419926 End: 420046 

Gene 2923: Start: 420115 End: 420196 

Gene 2924: Start: 420268 End: 420376 

Gene 2925: Start: 420411 End: 420441 

Gene 2926: Start: 420674 End: 420704 

Gene 2927: Start: 420731 End: 420830 

Gene 2928: Start: 420921 End: 420936 

Gene 2929: Start: 421041 End: 421053 

Gene 2930: Start: 421116 End: 421128 

Gene 2931: Start: 421186 End: 421297 

Gene 2932: Start: 421340 End: 421349 

Gene 2933: Start: 421366 End: 421399 

Gene 2934: Start: 421402 End: 421558 

Gene 2935: Start: 421637 End: 421643 

Gene 2936: Start: 421655 End: 421658 

Gene 2937: Start: 421758 End: 421764 

Gene 2938: Start: 421775 End: 421937 

Gene 2939: Start: 421960 End: 421972 

Gene 2940: Start: 422000 End: 422114 

Gene 2941: Start: 422236 End: 422266 

Gene 2942: Start: 422270 End: 422297 

Gene 2943: Start: 422377 End: 422389 

Gene 2944: Start: 422453 End: 422516 

Gene 2945: Start: 422530 End: 422542 

Gene 2946: Start: 422555 End: 422627 

Gene 2947: Start: 422643 End: 422670 

Gene 2948: Start: 422746 End: 422779 

Gene 2949: Start: 422857 End: 422884 

Gene 2950: Start: 422935 End: 422941 

Gene 2951: Start: 422964 End: 423027 

Gene 2952: Start: 423071 End: 423095 

Gene 2953: Start: 423138 End: 423279 

Gene 2954: Start: 423442 End: 423457 

Gene 2955: Start: 423695 End: 423716 

Gene 2956: Start: 423773 End: 423782 

Gene 2957: Start: 423828 End: 423885 

Gene 2958: Start: 423913 End: 423931 

Gene 2959: Start: 424021 End: 424042 

Gene 2960: Start: 424084 End: 424171 

Gene 2961: Start: 424196 End: 424244 

Gene 2962: Start: 424359 End: 424389 

Gene 2963: Start: 424418 End: 424544 

Gene 2964: Start: 424550 End: 424688 

Gene 2965: Start: 424859 End: 424946 

Gene 2966: Start: 425194 End: 425251 

Gene 2967: Start: 425263 End: 425266 

Gene 2968: Start: 425279 End: 425312 

Gene 2969: Start: 425399 End: 425489 

Gene 2970: Start: 425515 End: 425569 

Gene 2971: Start: 425601 End: 425625 

Gene 2972: Start: 425670 End: 425772 

Gene 2973: Start: 425806 End: 425926 

Gene 2974: Start: 426023 End: 426032 

Gene 2975: Start: 426154 End: 426157 

Gene 2976: Start: 426197 End: 426239 

Gene 2977: Start: 426242 End: 426317 

Gene 2978: Start: 426364 End: 426442 

Gene 2979: Start: 426571 End: 426670 

Gene 2980: Start: 426710 End: 426761 

Gene 2981: Start: 426906 End: 427044 

Gene 2982: Start: 427208 End: 427316 

Gene 2983: Start: 427377 End: 427425 

Gene 2984: Start: 427435 End: 427459 

Gene 2985: Start: 427514 End: 427556 

Gene 2986: Start: 427571 End: 427613 

Gene 2987: Start: 427647 End: 427686 

Gene 2988: Start: 427962 End: 427995 

Gene 2989: Start: 428103 End: 428115 

Gene 2990: Start: 428119 End: 428128 

Gene 2991: Start: 428214 End: 428229 

Gene 2992: Start: 428236 End: 428281 

Gene 2993: Start: 428317 End: 428374 

Gene 2994: Start: 428390 End: 428420 

Gene 2995: Start: 428617 End: 428665 

Gene 2996: Start: 428723 End: 428753 

Gene 2997: Start: 428846 End: 428870 

Gene 2998: Start: 428917 End: 428971 

Gene 2999: Start: 429035 End: 429131 

Gene 3000: Start: 429253 End: 429262 

Gene 3001: Start: 429440 End: 429518 

Gene 3002: Start: 429578 End: 429605 

Gene 3003: Start: 429701 End: 429734 

Gene 3004: Start: 429746 End: 429764 

Gene 3005: Start: 429770 End: 429797 

Gene 3006: Start: 429824 End: 429992 

Gene 3007: Start: 430140 End: 430320 

Gene 3008: Start: 430414 End: 430456 

Gene 3009: Start: 430529 End: 430553 

Gene 3010: Start: 430581 End: 430590 

Gene 3011: Start: 430679 End: 430820 

Gene 3012: Start: 430956 End: 431001 

Gene 3013: Start: 431091 End: 431097 

Gene 3014: Start: 431136 End: 431142 

Gene 3015: Start: 431165 End: 431234 

Gene 3016: Start: 431240 End: 431267 

Gene 3017: Start: 431277 End: 431283 

Gene 3018: Start: 431474 End: 431579 

Gene 3019: Start: 431609 End: 431660 

Gene 3020: Start: 431686 End: 431704 

Gene 3021: Start: 431726 End: 431876 

Gene 3022: Start: 431882 End: 431903 

Gene 3023: Start: 431981 End: 432098 

Gene 3024: Start: 432116 End: 432218 

Gene 3025: Start: 432237 End: 432336 

Gene 3026: Start: 432355 End: 432559 

Gene 3027: Start: 432613 End: 432706 

Gene 3028: Start: 432751 End: 432796 

Gene 3029: Start: 432953 End: 433049 

Gene 3030: Start: 433139 End: 433157 

Gene 3031: Start: 433177 End: 433195 

Gene 3032: Start: 433262 End: 433271 

Gene 3033: Start: 433331 End: 433388 

Gene 3034: Start: 433465 End: 433474 

Gene 3035: Start: 433505 End: 433586 

Gene 3036: Start: 433606 End: 433612 

Gene 3037: Start: 433769 End: 433859 

Gene 3038: Start: 433864 End: 433918 

Gene 3039: Start: 433991 End: 434159 

Gene 3040: Start: 434312 End: 434507 

Gene 3041: Start: 434523 End: 434586 

Gene 3042: Start: 434659 End: 434695 

Gene 3043: Start: 434776 End: 434971 

Gene 3044: Start: 434992 End: 435175 

Gene 3045: Start: 435232 End: 435289 

Gene 3046: Start: 435317 End: 435347 

Gene 3047: Start: 435383 End: 435398 

Gene 3048: Start: 435444 End: 435525 

Gene 3049: Start: 435563 End: 435611 

Gene 3050: Start: 435779 End: 436022 

Gene 3051: Start: 436345 End: 436375 

Gene 3052: Start: 436423 End: 436495 

Gene 3053: Start: 436522 End: 436600 

Gene 3054: Start: 436606 End: 436663 

Gene 3055: Start: 436819 End: 436996 

Gene 3056: Start: 437198 End: 437225 

Gene 3057: Start: 437273 End: 437351 

Gene 3058: Start: 437355 End: 437511 

Gene 3059: Start: 437605 End: 437635 

Gene 3060: Start: 437689 End: 437701 

Gene 3061: Start: 437808 End: 437910 

Gene 3062: Start: 437914 End: 437956 

Gene 3063: Start: 437991 End: 438126 

Gene 3064: Start: 438271 End: 438367 

Gene 3065: Start: 438412 End: 438547 

Gene 3066: Start: 438570 End: 438738 

Gene 3067: Start: 438776 End: 438821 

Gene 3068: Start: 438842 End: 438926 

Gene 3069: Start: 438934 End: 438937 

Gene 3070: Start: 438947 End: 438989 

Gene 3071: Start: 439106 End: 439112 

Gene 3072: Start: 439116 End: 439122 

Gene 3073: Start: 439160 End: 439205 

Gene 3074: Start: 439216 End: 439234 

Gene 3075: Start: 439245 End: 439305 

Gene 3076: Start: 439446 End: 439503 

Gene 3077: Start: 439510 End: 439528 

Gene 3078: Start: 439550 End: 439691 

Gene 3079: Start: 439699 End: 439729 

Gene 3080: Start: 439853 End: 439919 

Gene 3081: Start: 439927 End: 439999 

Gene 3082: Start: 440036 End: 440246 

Gene 3083: Start: 440309 End: 440363 

Gene 3084: Start: 440425 End: 440452 

Gene 3085: Start: 440636 End: 440642 

Gene 3086: Start: 440721 End: 440820 

Gene 3087: Start: 440862 End: 440883 

Gene 3088: Start: 440902 End: 440923 

Gene 3089: Start: 440954 End: 441068 

Gene 3090: Start: 441079 End: 441214 

Gene 3091: Start: 441261 End: 441393 

Gene 3092: Start: 441434 End: 441494 

Gene 3093: Start: 441683 End: 441719 

Gene 3094: Start: 441722 End: 441746 

Gene 3095: Start: 441773 End: 441797 

Gene 3096: Start: 441894 End: 441903 

Gene 3097: Start: 441955 End: 441958 

Gene 3098: Start: 441999 End: 442179 

Gene 3099: Start: 442232 End: 442310 

Gene 3100: Start: 442313 End: 442463 

Gene 3101: Start: 442470 End: 442542 

Gene 3102: Start: 442550 End: 442562 

Gene 3103: Start: 442609 End: 442678 

Gene 3104: Start: 442736 End: 442760 

Gene 3105: Start: 442772 End: 442796 

Gene 3106: Start: 442832 End: 442973 

Gene 3107: Start: 443053 End: 443062 

Gene 3108: Start: 443167 End: 443215 

Gene 3109: Start: 443230 End: 443248 

Gene 3110: Start: 443265 End: 443286 

Gene 3111: Start: 443292 End: 443313 

Gene 3112: Start: 443495 End: 443501 

Gene 3113: Start: 443530 End: 443539 

Gene 3114: Start: 443572 End: 443581 

Gene 3115: Start: 443642 End: 443660 

Gene 3116: Start: 443698 End: 443755 

Gene 3117: Start: 444040 End: 444100 

Gene 3118: Start: 444302 End: 444431 

Gene 3119: Start: 444451 End: 444469 

Gene 3120: Start: 444543 End: 444645 

Gene 3121: Start: 444648 End: 444663 

Gene 3122: Start: 444742 End: 444844 

Gene 3123: Start: 444856 End: 444859 

Gene 3124: Start: 445025 End: 445163 

Gene 3125: Start: 445199 End: 445205 

Gene 3126: Start: 445255 End: 445267 

Gene 3127: Start: 445322 End: 445364 

Gene 3128: Start: 445445 End: 445556 

Gene 3129: Start: 445600 End: 445840 

Gene 3130: Start: 445851 End: 445872 

Gene 3131: Start: 445914 End: 445941 

Gene 3132: Start: 445949 End: 445985 

Gene 3133: Start: 446005 End: 446035 

Gene 3134: Start: 446138 End: 446162 

Gene 3135: Start: 446203 End: 446227 

Gene 3136: Start: 446252 End: 446279 

Gene 3137: Start: 446313 End: 446415 

Gene 3138: Start: 446450 End: 446474 

Gene 3139: Start: 446584 End: 446623 

Gene 3140: Start: 446642 End: 446702 

Gene 3141: Start: 446759 End: 447062 

Gene 3142: Start: 447082 End: 447097 

Gene 3143: Start: 447101 End: 447134 

Gene 3144: Start: 447217 End: 447274 

Gene 3145: Start: 447330 End: 447360 

Gene 3146: Start: 447365 End: 447401 

Gene 3147: Start: 447438 End: 447459 

Gene 3148: Start: 447478 End: 447517 

Gene 3149: Start: 447593 End: 447902 

Gene 3150: Start: 447911 End: 447926 

Gene 3151: Start: 447959 End: 447983 

Gene 3152: Start: 448072 End: 448099 

Gene 3153: Start: 448151 End: 448238 

Gene 3154: Start: 448283 End: 448349 

Gene 3155: Start: 448440 End: 448563 

Gene 3156: Start: 448722 End: 448740 

Gene 3157: Start: 448782 End: 448785 

Gene 3158: Start: 448841 End: 448847 

Gene 3159: Start: 448917 End: 449031 

Gene 3160: Start: 449057 End: 449123 

Gene 3161: Start: 449138 End: 449174 

Gene 3162: Start: 449222 End: 449315 

Gene 3163: Start: 449370 End: 449412 

Gene 3164: Start: 449459 End: 449531 

Gene 3165: Start: 449538 End: 449661 

Gene 3166: Start: 449675 End: 449696 

Gene 3167: Start: 449853 End: 449919 

Gene 3168: Start: 449958 End: 449964 

Gene 3169: Start: 450072 End: 450225 

Gene 3170: Start: 450255 End: 450291 

Gene 3171: Start: 450354 End: 450405 

Gene 3172: Start: 450470 End: 450527 

Gene 3173: Start: 450599 End: 450626 

Gene 3174: Start: 450747 End: 450828 

Gene 3175: Start: 450926 End: 450965 

Gene 3176: Start: 450978 End: 450999 

Gene 3177: Start: 451022 End: 451049 

Gene 3178: Start: 451065 End: 451149 

Gene 3179: Start: 451161 End: 451176 

Gene 3180: Start: 451185 End: 451191 

Gene 3181: Start: 451220 End: 451238 

Gene 3182: Start: 451352 End: 451382 

Gene 3183: Start: 451421 End: 451472 

Gene 3184: Start: 451499 End: 451577 

Gene 3185: Start: 451656 End: 451704 

Gene 3186: Start: 451848 End: 451980 

Gene 3187: Start: 452123 End: 452171 

Gene 3188: Start: 452220 End: 452271 

Gene 3189: Start: 452360 End: 452477 

Gene 3190: Start: 452483 End: 452549 

Gene 3191: Start: 452591 End: 452627 

Gene 3192: Start: 452640 End: 452646 

Gene 3193: Start: 452847 End: 452949 

Gene 3194: Start: 452964 End: 453039 

Gene 3195: Start: 453054 End: 453060 

Gene 3196: Start: 453065 End: 453236 

Gene 3197: Start: 453242 End: 453251 

Gene 3198: Start: 453351 End: 453372 

Gene 3199: Start: 453500 End: 453578 

Gene 3200: Start: 453671 End: 453674 

Gene 3201: Start: 453914 End: 453926 

Gene 3202: Start: 453998 End: 454019 

Gene 3203: Start: 454047 End: 454092 

Gene 3204: Start: 454244 End: 454247 

Gene 3205: Start: 454281 End: 454362 

Gene 3206: Start: 454377 End: 454395 

Gene 3207: Start: 454422 End: 454533 

